Repeat_number,Bee_ID,Colony,Weight,Compound,Dose_ng_per_bee,Dose_consumption,0hrs,3hrs,24hrs,48hrs,final,Feeding_weight_start,Feeding_weight_end,Consumption_g_48hrs,Consumption_g_24hrs,Thorax_width_mm,EVAP_48hr,Adjusted_48hr,Final_adjustment
2,E17,A2,0.2248,SLF,800,Y,1,0,0,0,0,3.3339,NA,#VALUE!,#VALUE!,5.27,0.0599,#VALUE!,#VALUE!
2,E18,A2,0.2092,SLF,800,N,1,1,NA,NA,NA,3.3465,NA,#VALUE!,#VALUE!,5.28,0.0599,#VALUE!,#VALUE!
2,E19,A2,0.1816,SLF,800,N,1,1,NA,NA,NA,3.4679,NA,#VALUE!,#VALUE!,5.07,0.0599,#VALUE!,#VALUE!
2,E20,A2,0.1201,SLF,800,Y,1,0,0,0,0,3.3706,NA,#VALUE!,#VALUE!,2.87,0.0599,#VALUE!,#VALUE!
4,X1,A4,0.2037,FLU,0,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.5,0.06374,#VALUE!,#VALUE!
4,X2,A4,0.1678,FLU,0,Y,1,1,0,0,0,NA,NA,#VALUE!,#VALUE!,4.56,0.06374,#VALUE!,#VALUE!
4,X3,A4,0.2045,FLU,0,Y,1,1,1,1,1,3.2931,2.8596,0.4335,0.21675,5.02,0.06374,0.36976,0.36976
4,X4,A4,0.2322,FLU,0,N,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,5.51,0.06374,#VALUE!,#VALUE!
4,X5,A4,0.2783,FLU,0,Y,1,1,1,1,1,3.3041,2.4593,0.8448,0.4224,5.55,0.06374,0.78106,0.78106
4,X6,A4,0.1835,FLU,0,Y,1,1,1,1,1,3.3859,2.1282,1.2577,0.62885,4.99,0.06374,1.19396,1.19396
4,X7,A4,0.2239,FLU,0,Y,1,1,1,1,1,3.3441,3.0181,0.326,0.163,5.6,0.06374,0.26226,0.26226
4,X8,A4,0.2273,FLU,0,Y,1,1,1,1,1,3.3368,2.541,0.7958,0.3979,5.17,0.06374,0.73206,0.73206
4,X9,A4,0.1863,FLU,0,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.22,0.06374,#VALUE!,#VALUE!
4,X10,A4,0.1866,FLU,0,Y,1,1,0,0,0,3.2854,NA,#VALUE!,#VALUE!,5.01,0.06374,#VALUE!,#VALUE!
4,X11,NC9,0.2171,FLU,0,Y,1,1,1,1,1,3.3989,3.089,0.3099,0.15495,5.92,0.06374,0.24616,0.24616
4,X12,NC9,0.179,FLU,0,Y,1,1,1,1,1,3.3362,2.9614,0.3748,0.1874,5.08,0.06374,0.31106,0.31106
4,X13,NC9,0.2412,FLU,0,Y,1,1,1,1,1,3.4027,2.4269,0.9758,0.4879,5.38,0.06374,0.91206,0.91206
4,X14,NC9,0.198,FLU,0,Y,1,1,1,1,1,3.3586,2.4396,0.919,0.4595,4.9,0.06374,0.85526,0.85526
4,X15,NC9,0.2203,FLU,0,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.57,0.06374,#VALUE!,#VALUE!
4,X16,A1,0.2128,FLU,0,Y,1,1,1,1,1,3.3838,2.1329,1.2509,0.62545,5.37,0.06374,1.18716,1.18716
4,X17,A1,0.2102,FLU,0,Y,1,1,1,1,1,3.3312,3.1813,0.1499,0.07495,4.73,0.06374,0.08616,0.08616
4,X18,A1,0.191,FLU,0,Y,1,1,1,1,1,3.4183,2.1585,1.2598,0.6299,5.07,0.06374,1.19606,1.19606
4,X19,A1,0.2429,FLU,0,Y,1,1,1,1,1,3.3881,2.6224,0.7657,0.38285,5.05,0.06374,0.70196,0.70196
4,X20,A1,0.2479,FLU,0,N,1,1,1,1,1,3.3389,2.6502,0.6887,0.34435,5.54,0.06374,0.62496,0.62496
4,X21,A1,0.194,FLU,0,Y,1,1,1,1,1,NA,NA,#VALUE!,#VALUE!,5.07,0.06374,#VALUE!,#VALUE!
4,A1,A4,0.2161,FLU,2000,Y,1,1,1,1,1,3.3621,2.1845,1.1776,0.5888,5.17,0.06374,1.11386,1.11386
4,A2,A4,0.2673,FLU,2000,Y,1,1,1,1,1,3.4074,2.25,1.1574,0.5787,5.26,0.06374,1.09366,1.09366
4,A3,A4,0.2306,FLU,2000,Y,1,1,1,1,1,3.3879,2.5706,0.8173,0.40865,5.34,0.06374,0.75356,0.75356
4,A4,A4,0.3991,FLU,2000,Y,1,1,1,1,1,3.391,2.4078,0.9832,0.4916,4.55,0.06374,0.91946,0.91946
4,A5,A4,0.2333,FLU,2000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.97,0.06374,#VALUE!,#VALUE!
4,A6,A4,0.3599,FLU,2000,Y,1,1,1,1,1,3.3393,2.2958,1.0435,0.52175,6.67,0.06374,0.97976,0.97976
4,A7,A4,0.1579,FLU,2000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.25,0.06374,#VALUE!,#VALUE!
4,A8,A4,0.4286,FLU,2000,Y,1,1,1,1,1,3.3011,2.0925,1.2086,0.6043,6.9,0.06374,1.14486,1.14486
4,A9,A4,0.1981,FLU,2000,Y,1,1,0,0,0,3.1986,2.0926,2.212,1.106,5.07,0.06374,2.14826,2.14826
4,A10,A4,0.1607,FLU,2000,Y,1,1,0,0,0,3.2934,NA,#VALUE!,#VALUE!,5.3,0.06374,#VALUE!,#VALUE!
4,A11,NC9,0.2359,FLU,2000,Y,1,1,1,1,1,3.3763,2.5331,0.8432,0.4216,5.31,0.06374,0.77946,0.77946
4,A12,NC9,0.1287,FLU,2000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.18,0.06374,#VALUE!,#VALUE!
4,A13,NC9,0.209,FLU,2000,Y,1,1,1,1,1,3.3057,2.1947,1.111,0.5555,5.54,0.06374,1.04726,1.04726
4,A14,NC9,0.218,FLU,2000,Y,1,1,1,1,1,3.3273,2.5527,0.7746,0.3873,5.64,0.06374,0.71086,0.71086
4,A15,NC9,0.2255,FLU,2000,Y,1,1,1,1,1,3.3827,2.402,0.9807,0.49035,5.27,0.06374,0.91696,0.91696
4,A16,NC10,0.1689,FLU,2000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.58,0.06374,#VALUE!,#VALUE!
4,A17,A1,0.1376,FLU,2000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.49,0.06374,#VALUE!,#VALUE!
4,A18,NC10,0.1569,FLU,2000,Y,1,1,1,1,1,3.3545,3.1783,0.1762,0.0881,4.68,0.06374,0.11246,0.11246
4,A19,A1,0.2414,FLU,2000,Y,1,1,1,1,1,3.3767,2.4519,0.9248,0.4624,5,0.06374,0.86106,0.86106
4,A20,NC10,0.1574,FLU,2000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.64,0.06374,#VALUE!,#VALUE!
4,A21,NC10,NA,FLU,2000,Y,1,1,1,1,1,NA,NA,#VALUE!,#VALUE!,,0.06374,#VALUE!,#VALUE!
4,B1,A4,0.1556,FLU,8000,Y,1,1,1,0,0,3.3524,3.2917,0.1214,0.0607,4.56,0.06374,0.05766,0.05766
4,B2,A4,0.3946,FLU,8000,Y,1,1,1,1,1,3.421,2.141,1.28,0.64,6.18,0.06374,1.21626,1.21626
4,B3,A4,0.2173,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.35,0.06374,#VALUE!,#VALUE!
4,B4,A4,0.2036,FLU,8000,Y,1,1,1,1,1,3.3582,2.1417,1.2165,0.60825,4.61,0.06374,1.15276,1.15276
4,B5,A4,0.1998,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.26,0.06374,#VALUE!,#VALUE!
4,B6,A4,0.1881,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.01,0.06374,#VALUE!,#VALUE!
4,B7,A4,0.1656,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.42,0.06374,#VALUE!,#VALUE!
4,B8,A4,0.179,FLU,8000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.98,0.06374,#VALUE!,#VALUE!
4,B9,A4,0.1904,FLU,8000,Y,1,1,1,1,1,3.368,2.1588,1.2092,0.6046,4.5,0.06374,1.14546,1.14546
4,B10,A4,0.1397,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.68,0.06374,#VALUE!,#VALUE!
4,B11,NC9,0.2269,FLU,8000,Y,1,1,1,1,1,3.3744,2.6056,0.7688,0.3844,5.21,0.06374,0.70506,0.70506
4,B12,NC9,0.2473,FLU,8000,Y,1,1,1,1,1,3.3502,2.4916,0.8586,0.4293,5.55,0.06374,0.79486,0.79486
4,B13,NC9,0.1334,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.45,0.06374,#VALUE!,#VALUE!
4,B14,NC9,0.1952,FLU,8000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.37,0.06374,#VALUE!,#VALUE!
4,B15,NC9,0.2528,FLU,8000,Y,1,1,1,1,1,3.3917,2.9581,0.4336,0.2168,5.24,0.06374,0.36986,0.36986
4,B16,NC10,0.1363,FLU,8000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.49,0.06374,#VALUE!,#VALUE!
4,B17,NC10,0.1725,FLU,8000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,5.07,0.06374,#VALUE!,#VALUE!
4,B18,A1,NA,FLU,8000,Y,1,1,1,1,1,3.2995,2.3653,0.9342,0.4671,4.75,0.06374,0.87046,0.87046
4,B19,NC10,0.2241,FLU,8000,Y,1,1,1,1,1,3.3712,2.9386,0.4326,0.2163,5.01,0.06374,0.36886,0.36886
4,B20,NC10,0.1934,FLU,8000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,5.24,0.06374,#VALUE!,#VALUE!
4,C1,A4,0.1534,FLU,32000,N,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,5.08,0.06374,#VALUE!,#VALUE!
4,C2,A4,0.1397,FLU,32000,Y,1,1,0,0,0,3.292,3.1975,0.189,0.0945,4.39,0.06374,0.12526,0.12526
4,C3,A4,0.1681,FLU,32000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.58,0.06374,#VALUE!,#VALUE!
4,C4,A4,0.22,FLU,32000,Y,1,1,0,0,0,NA,NA,#VALUE!,#VALUE!,4.94,0.06374,#VALUE!,#VALUE!
4,C5,A4,0.1856,FLU,32000,N,1,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.18,0.06374,#VALUE!,#VALUE!
4,C6,A4,0.2423,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.53,0.06374,#VALUE!,#VALUE!
4,C7,A4,0.2573,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.77,0.06374,#VALUE!,#VALUE!
4,C8,A4,0.1225,FLU,32000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.65,0.06374,#VALUE!,#VALUE!
4,C9,A4,0.2,FLU,32000,N,1,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.4,0.06374,#VALUE!,#VALUE!
4,C10,A4,0.1424,FLU,32000,N,1,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.36,0.06374,#VALUE!,#VALUE!
4,C11,NC9,0.1962,FLU,32000,Y,1,1,0,0,0,3.3844,3.3217,0.1254,0.0627,5.24,0.06374,0.06166,0.06166
4,C12,NC9,0.1696,FLU,32000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.52,0.06374,#VALUE!,#VALUE!
4,C13,NC9,0.1954,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.36,0.06374,#VALUE!,#VALUE!
4,C14,NC9,0.2208,FLU,32000,Y,1,1,1,1,1,3.3154,2.8224,0.493,0.2465,5.17,0.06374,0.42926,0.42926
4,C15,NC9,0.2016,FLU,32000,Y,1,1,0,0,0,3.2948,3.2005,0.1886,0.0943,5.48,0.06374,0.12486,0.12486
4,C16,NC10,0.1652,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.88,0.06374,#VALUE!,#VALUE!
4,C17,NC10,0.1606,FLU,32000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.85,0.06374,#VALUE!,#VALUE!
4,C18,NC10,0.2286,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5,0.06374,#VALUE!,#VALUE!
4,C19,NC10,0.1927,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.06,0.06374,#VALUE!,#VALUE!
4,C20,NC10,0.1423,FLU,32000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.72,0.06374,#VALUE!,#VALUE!
4,D1,A4,0.2211,FLU,24000,Y,1,1,0,0,0,3.3821,3.3507,0.0628,0.0314,5.56,0.06374,-0.00094,0
4,D2,A4,0.2113,FLU,24000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,4.91,0.06374,#VALUE!,#VALUE!
4,D3,A4,0.2671,FLU,24000,Y,1,1,1,1,1,3.3771,2.7024,0.6747,0.33735,5.03,0.06374,0.61096,0.61096
4,D4,A4,0.2237,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.93,0.06374,#VALUE!,#VALUE!
4,D5,A4,0.1957,FLU,24000,Y,1,1,1,1,1,3.3773,2.1275,1.2498,0.6249,4.75,0.06374,1.18606,1.18606
4,D6,A4,0.1083,FLU,24000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,3.55,0.06374,#VALUE!,#VALUE!
4,D7,A4,0.2696,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.66,0.06374,#VALUE!,#VALUE!
4,D8,A4,0.1728,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.11,0.06374,#VALUE!,#VALUE!
4,D9,A4,0.186,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.41,0.06374,#VALUE!,#VALUE!
4,D10,A4,0.1695,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.76,0.06374,#VALUE!,#VALUE!
4,D11,NC9,0.1928,FLU,24000,Y,1,1,1,1,1,3.3482,2.4826,0.8656,0.4328,4.88,0.06374,0.80186,0.80186
4,D12,NC9,0.1841,FLU,24000,Y,1,1,1,1,1,3.2979,3.0012,0.2967,0.14835,4.58,0.06374,0.23296,0.23296
4,D13,NC9,0.1498,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.79,0.06374,#VALUE!,#VALUE!
4,D14,NC9,0.1967,FLU,24000,Y,1,1,0,0,0,3.366,3.3156,0.1008,0.0504,5.4,0.06374,0.03706,0.03706
4,D15,NC9,0.1929,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.33,0.06374,#VALUE!,#VALUE!
4,D16,A1,0.2744,FLU,24000,Y,1,1,1,1,1,3.3845,2.9302,0.4543,0.22715,5.26,0.06374,0.39056,0.39056
4,D17,NC10,0.1528,FLU,24000,N,1,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.03,0.06374,#VALUE!,#VALUE!
4,D18,A1,0.188,FLU,24000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,5.15,0.06374,#VALUE!,#VALUE!
4,D19,A1,0.1069,FLU,24000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,3.88,0.06374,#VALUE!,#VALUE!
4,D20,NC10,0.1911,FLU,24000,Y,1,0,0,0,0,NA,NA,#VALUE!,#VALUE!,5.06,0.06374,#VALUE!,#VALUE!
4,E1,A4,0.1769,FLU,16000,N,1,0,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.91,0.06374,#VALUE!,#VALUE!
4,E2,A4,0.2767,FLU,16000,Y,1,1,1,1,1,3.3894,2.2631,1.1263,0.56315,5.48,0.06374,1.06256,1.06256
4,E3,A4,0.1979,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.21,0.06374,#VALUE!,#VALUE!
4,E4,A4,0.1785,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.3,0.06374,#VALUE!,#VALUE!
4,E5,A4,0.1681,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.65,0.06374,#VALUE!,#VALUE!
4,E6,A4,0.2055,FLU,16000,Y,1,0,0,0,0,3.3627,NA,#VALUE!,#VALUE!,5.51,0.06374,#VALUE!,#VALUE!
4,E7,A4,0.1643,FLU,16000,Y,1,0,0,0,0,3.3706,NA,#VALUE!,#VALUE!,4.98,0.06374,#VALUE!,#VALUE!
4,E8,A4,0.1729,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.11,0.06374,#VALUE!,#VALUE!
4,E9,A4,0.1488,FLU,16000,Y,1,1,0,0,0,3.3429,3.3122,0.0614,0.0307,5.16,0.06374,-0.00234,0
4,E10,A4,0.1924,FLU,16000,Y,1,0,0,0,0,3.3256,NA,#VALUE!,#VALUE!,5.22,0.06374,#VALUE!,#VALUE!
4,E11,NC9,0.1809,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.29,0.06374,#VALUE!,#VALUE!
4,E12,NC9,0.1851,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.36,0.06374,#VALUE!,#VALUE!
4,E13,NC9,0.2034,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.41,0.06374,#VALUE!,#VALUE!
4,E14,NC9,0.1741,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,5.22,0.06374,#VALUE!,#VALUE!
4,E15,NC9,0.1773,FLU,16000,N,1,1,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,4.91,0.06374,#VALUE!,#VALUE!
4,E16,A1,0.0972,FLU,16000,Y,1,1,0,0,0,3.3813,3.3098,0.143,0.0715,3.43,0.06374,0.07926,0.07926
4,E17,A1,0.1448,FLU,16000,N,1,0,0,0,0,3.3119,NA,#VALUE!,#VALUE!,4.44,0.06374,#VALUE!,#VALUE!
4,E18,A1,0.1687,FLU,16000,Y,1,1,1,1,1,3.3301,2.4703,0.8598,0.4299,4.35,0.06374,0.79606,0.79606
4,E19,A1,0.1953,FLU,16000,Y,1,0,0,0,0,3.4508,NA,#VALUE!,#VALUE!,4.92,0.06374,#VALUE!,#VALUE!
4,E20,NC10,0.1409,FLU,16000,Y,1,0,0,0,0,3.3525,NA,#VALUE!,#VALUE!,4.4,0.06374,#VALUE!,#VALUE!
3,X1,NC10,0.1916,SLF,0,Y,1,1,1,1,1,3.3227,2.8357,0.487,0.2435,3.82,0.06878,0.41822,0.41822
3,X2,NC10,0.1907,SLF,0,N/A,0,NA,NA,NA,NA,3.3901,NA,#VALUE!,#VALUE!,5.95,0.06878,#VALUE!,#VALUE!
3,X3,NC10,0.226,SLF,0,Y,1,1,1,1,1,3.3918,2.8827,0.5091,0.25455,4.93,0.06878,0.44032,0.44032
3,X4,NC10,0.1563,SLF,0,N,1,1,NA,NA,NA,3.4062,NA,#VALUE!,#VALUE!,5.15,0.06878,#VALUE!,#VALUE!
3,X5,NC10,0.2572,SLF,0,Y,1,1,1,1,1,3.3109,2.9913,0.3196,0.1598,5.38,0.06878,0.25082,0.25082
3,X6,NC9,0.2941,SLF,0,Y,1,1,1,1,1,3.3815,2.1372,1.2443,0.62215,5.96,0.06878,1.17552,1.17552
3,X7,NC9,0.2598,SLF,0,Y,1,1,1,1,1,3.3533,2.4451,0.9082,0.4541,5.7,0.06878,0.83942,0.83942
3,X8,NC9,0.2036,SLF,0,Y,1,1,1,1,1,3.2677,2.1581,1.1096,0.5548,5.36,0.06878,1.04082,1.04082
3,X9,NC9,0.1975,SLF,0,NA,0,NA,NA,NA,NA,3.3173,NA,#VALUE!,#VALUE!,4.83,0.06878,#VALUE!,#VALUE!
3,X10,NC9,0.2242,SLF,0,Y,1,1,1,1,1,3.3847,2.6964,0.6883,0.34415,5.47,0.06878,0.61952,0.61952
3,X11,A1,0.3713,SLF,0,Y,1,1,1,1,1,3.3408,2.5333,0.8075,0.40375,6.43,0.06878,0.73872,0.73872
3,X12,A1,0.117,SLF,0,N,1,1,NA,NA,NA,3.2721,NA,#VALUE!,#VALUE!,4.35,0.06878,#VALUE!,#VALUE!
3,X13,A1,0.1757,SLF,0,Y,1,1,1,1,1,3.3705,2.1294,1.2411,0.62055,4.48,0.06878,1.17232,1.17232
3,X14,A1,0.1819,SLF,0,Y,1,1,1,1,1,3.3102,2.2142,1.096,0.548,4.76,0.06878,1.02722,1.02722
3,X15,A1,0.2447,SLF,0,Y,1,1,1,1,1,3.2677,2.13,1.1377,0.56885,5.75,0.06878,1.06892,1.06892
3,X16,A1,0.1624,SLF,0,Y,1,1,1,0,0,3.3684,3.257,0.2228,0.1114,5.81,0.06878,0.15402,0.15402
3,X17,A1,0.1483,SLF,0,Y,1,1,1,1,1,3.3475,2.14,1.2075,0.60375,4.85,0.06878,1.13872,1.13872
3,X18,A1,0.294,SLF,0,Y,1,1,1,1,1,3.3589,3.2222,0.1367,0.06835,5.84,0.06878,0.06792,0.06792
3,X19,A1,0.1483,SLF,0,Y,1,1,1,1,1,3.354,2.1515,1.2025,0.60125,3.57,0.06878,1.13372,1.13372
3,X20,A1,0.1287,SLF,0,N,1,1,NA,NA,NA,3.3898,NA,#VALUE!,#VALUE!,4.68,0.06878,#VALUE!,#VALUE!
3,A1,NC10,0.2068,SLF,800,Y,1,0,0,0,0,3.4095,NA,#VALUE!,#VALUE!,5.65,0.06878,#VALUE!,#VALUE!
3,A2,NC10,0.1588,SLF,800,Y,1,1,0,0,0,3.3463,3.2836,0.1254,0.0627,4.57,0.06878,0.05662,0.05662
3,A3,NC10,0.1463,SLF,800,N,1,1,NA,NA,NA,3.3362,NA,#VALUE!,#VALUE!,4.9,0.06878,#VALUE!,#VALUE!
3,A4,NC10,0.2261,SLF,800,N,1,1,NA,NA,NA,3.3856,NA,#VALUE!,#VALUE!,6.32,0.06878,#VALUE!,#VALUE!
3,A5,NC10,0.1725,SLF,800,N,1,1,NA,NA,NA,3.37,NA,#VALUE!,#VALUE!,4.94,0.06878,#VALUE!,#VALUE!
3,A6,NC9,0.203,SLF,800,Y,1,0,0,0,0,3.3229,NA,#VALUE!,#VALUE!,5.71,0.06878,#VALUE!,#VALUE!
3,A7,NC9,0.1989,SLF,800,Y,1,0,0,0,0,3.362,NA,#VALUE!,#VALUE!,5.47,0.06878,#VALUE!,#VALUE!
3,A8,NC9,0.2229,SLF,800,Y,1,0,0,0,0,3.3768,NA,#VALUE!,#VALUE!,5.72,0.06878,#VALUE!,#VALUE!
3,A9,NC9,0.2498,SLF,800,Y,1,0,0,0,0,3.3971,NA,#VALUE!,#VALUE!,5.08,0.06878,#VALUE!,#VALUE!
3,A10,NC9,0.2182,SLF,800,Y,1,0,0,0,0,3.3591,NA,#VALUE!,#VALUE!,5.38,0.06878,#VALUE!,#VALUE!
3,A11,A1,0.2491,SLF,800,Y,1,0,0,0,0,3.3519,NA,#VALUE!,#VALUE!,5.5,0.06878,#VALUE!,#VALUE!
3,A12,A1,0.1596,SLF,800,Y,1,0,0,0,0,3.409,NA,#VALUE!,#VALUE!,4.2,0.06878,#VALUE!,#VALUE!
3,A13,A1,0.1563,SLF,800,N,1,1,NA,NA,NA,3.3699,NA,#VALUE!,#VALUE!,4.22,0.06878,#VALUE!,#VALUE!
3,A14,A1,0.1792,SLF,800,N,1,1,NA,NA,NA,3.4024,NA,#VALUE!,#VALUE!,5,0.06878,#VALUE!,#VALUE!
3,A15,A1,0.2901,SLF,800,N,1,1,NA,NA,NA,3.3261,NA,#VALUE!,#VALUE!,5.91,0.06878,#VALUE!,#VALUE!
3,A16,A1,0.185,SLF,800,Y,1,1,0,0,0,3.3107,3.2294,0.1626,0.0813,5.39,0.06878,0.09382,0.09382
3,A17,A1,0.1989,SLF,800,Y,1,0,0,0,0,3.3832,NA,#VALUE!,#VALUE!,5.11,0.06878,#VALUE!,#VALUE!
3,A18,A1,0.2182,SLF,800,Y,1,0,0,0,0,3.3741,NA,#VALUE!,#VALUE!,5.2,0.06878,#VALUE!,#VALUE!
3,A19,A1,0.1424,SLF,800,N,1,1,NA,NA,NA,3.3882,NA,#VALUE!,#VALUE!,4.52,0.06878,#VALUE!,#VALUE!
3,A20,A1,0.1408,SLF,800,Y,1,0,0,0,0,3.3682,NA,#VALUE!,#VALUE!,4.35,0.06878,#VALUE!,#VALUE!
3,B1,NC10,0.1429,SLF,80,N,1,1,NA,NA,NA,3.3663,NA,#VALUE!,#VALUE!,4.77,0.06878,#VALUE!,#VALUE!
3,B2,NC10,0.1892,SLF,80,N,1,1,NA,NA,NA,3.3386,NA,#VALUE!,#VALUE!,5.16,0.06878,#VALUE!,#VALUE!
3,B3,NC10,0.18,SLF,80,N,1,1,NA,NA,NA,3.3652,NA,#VALUE!,#VALUE!,5.52,0.06878,#VALUE!,#VALUE!
3,B4,NC10,0.1817,SLF,80,N,1,1,NA,NA,NA,3.3567,NA,#VALUE!,#VALUE!,5.03,0.06878,#VALUE!,#VALUE!
3,B5,NC10,0.1454,SLF,80,N,1,1,NA,NA,NA,3.3581,NA,#VALUE!,#VALUE!,5.16,0.06878,#VALUE!,#VALUE!
3,B6,NC9,0.1827,SLF,80,Y,1,1,1,1,1,3.2545,2.8387,0.4158,0.2079,5.28,0.06878,0.34702,0.34702
3,B7,NC9,0.1447,SLF,80,Y,1,1,0,0,0,3.3087,3.2363,0.1448,0.0724,3.78,0.06878,0.07602,0.07602
3,B8,NC9,0.2121,SLF,80,Y,1,1,1,1,1,3.4007,2.2176,1.1831,0.59155,5.21,0.06878,1.11432,1.11432
3,B9,NC9,0.144,SLF,80,N,1,1,NA,NA,NA,3.3529,NA,#VALUE!,#VALUE!,5.02,0.06878,#VALUE!,#VALUE!
3,B10,NC9,0.1979,SLF,80,Y,1,1,1,1,1,3.4022,2.7721,0.6301,0.31505,5.3,0.06878,0.56132,0.56132
3,B11,A1,0.2171,SLF,80,N,1,1,NA,NA,NA,3.3665,NA,#VALUE!,#VALUE!,5.01,0.06878,#VALUE!,#VALUE!
3,B12,A1,0.2055,SLF,80,Y,1,1,1,1,1,3.3153,2.1882,1.1271,0.56355,4.92,0.06878,1.05832,1.05832
3,B13,A1,0.2159,SLF,80,Y,1,1,1,1,1,3.3451,2.584,0.7611,0.38055,5.01,0.06878,0.69232,0.69232
3,B14,A1,0.2338,SLF,80,N,1,1,NA,NA,NA,3.3034,NA,#VALUE!,#VALUE!,5.45,0.06878,#VALUE!,#VALUE!
3,B15,A1,0.1046,SLF,80,Y,1,1,0,0,0,3.3732,3.2833,0.1798,0.0899,3.75,0.06878,0.11102,0.11102
3,B16,A1,0.218,SLF,80,Y,1,1,1,1,1,3.3745,2.1298,1.2447,0.62235,5.32,0.06878,1.17592,1.17592
3,B17,A1,0.2256,SLF,80,N,1,1,NA,NA,NA,3.3685,NA,#VALUE!,#VALUE!,5.63,0.06878,#VALUE!,#VALUE!
3,B18,A1,0.1826,SLF,80,N,1,1,NA,NA,NA,3.3763,NA,#VALUE!,#VALUE!,5.01,0.06878,#VALUE!,#VALUE!
